Section,Subsection,Question,Answer,Answer Context,Handbook Reference,Figure Numbers,Figure Captions
ENT Operations,Parotidectomy,Why would a lump in the parotid gland need surgery?,"Parotidectomy is usually performed for benign or malignant parotid tumours. The type of operation depends on whether the superficial lobe, deep lobe, or facial nerve is involved.","Parotidectomy removes disease from the parotid gland while managing the facial nerve, which runs through the gland. Superficial conservative parotidectomy removes superficial-lobe lesions, total conservative parotidectomy removes superficial and deep lobe disease while preserving the facial nerve, and total radical parotidectomy involves facial nerve sacrifice when required by disease.",ENT Operations > Parotidectomy > Indications and types,,
ENT Operations,Parotidectomy,Why is facial weakness discussed before parotid surgery?,The facial nerve passes through the parotid gland and can be temporarily or permanently affected during surgery. Your surgeon will explain this risk before the operation.,"Parotid surgery is anatomically centred around identification and preservation of the facial nerve. Facial nerve monitoring may be used, and the eye and mouth corner are kept visible during draping to observe movement. Consent includes temporary facial weakness and a smaller risk of permanent weakness, as well as the possibility of nerve sacrifice in radical surgery.",ENT Operations > Parotidectomy > Surgical technique and facial nerve risk,,
ENT Operations,Parotidectomy,What is Frey’s syndrome after parotid surgery?,Frey’s syndrome is sweating or flushing over the parotid area during eating. It can happen when nerve fibres heal in an abnormal pattern after surgery.,"Frey’s syndrome is gustatory sweating caused by aberrant reinnervation after parasympathetic secretomotor fibres are severed. Regenerating fibres cross-connect with sympathetic sweat fibres, so salivary stimulation during eating produces sweating or flushing over the operated parotid region.",ENT Operations > Parotidectomy > Frey’s syndrome,,
ENT Operations,Thyroidectomy,Why would someone need part or all of the thyroid removed?,"Thyroidectomy may be recommended for suspected cancer, pressure symptoms from a large goitre, breathing or swallowing difficulty, or cosmetic reasons. The operation may remove one side or the whole thyroid.","Thyroidectomy is performed as hemithyroidectomy or total thyroidectomy depending on indication. Surgery may be required for suspected malignancy, compression symptoms such as dysphagia or breathing difficulty from a large retrosternal goitre, or cosmetic deformity. The extent of surgery determines postoperative hormone and calcium considerations.",ENT Operations > Thyroidectomy > Indications and types,,
ENT Operations,Thyroidectomy,Why can thyroid surgery affect the voice?,"Important voice nerves lie close to the thyroid. Injury to the external laryngeal nerve can affect pitch and vocal stamina, while recurrent laryngeal nerve injury can cause hoarseness or breathing problems.","Thyroid surgery requires identification and preservation of the recurrent laryngeal nerve and avoidance of injury to the external branch of the superior laryngeal nerve. Recurrent laryngeal nerve palsy may cause hoarseness and exertional breathlessness if unilateral, while bilateral vocal cord palsy can obstruct the airway and require tracheostomy.",ENT Operations > Thyroidectomy > Surgical technique and complications,,
ENT Operations,Thyroidectomy,Why is calcium checked after total thyroidectomy?,"The parathyroid glands, which help regulate calcium, lie close to the thyroid and can be affected during surgery. Calcium checks help detect and treat hypocalcaemia early.","The parathyroid glands and their blood supply are vulnerable during thyroidectomy because they lie close to the thyroid and inferior thyroid vessels. Direct injury or disruption of vascular supply can cause hypocalcaemia. After total thyroidectomy, postoperative calcium monitoring is required, and hypocalcaemia is managed according to severity.",ENT Operations > Thyroidectomy > Postoperative care and hypocalcaemia,,
ENT Operations,Neck Dissection,What is a neck dissection?,"A neck dissection is an operation to remove lymph node groups in the neck, usually because cancer has spread or may have spread to those nodes.","Neck dissection is almost always performed for metastatic carcinoma. The extent of surgery depends on which lymph node levels are removed and whether important non-lymphatic structures are preserved, such as the sternocleidomastoid muscle, accessory nerve, and internal jugular vein.",ENT Operations > Neck Dissection > Indications and types,,
ENT Operations,Neck Dissection,What complications can happen after neck dissection?,"Possible complications include bleeding, haematoma, infection, chyle leak, nerve injury, facial or neck lymphoedema, and disease recurrence. The exact risk depends on the extent of surgery.","Neck dissection operates through lymphatic, vascular, muscular, and nerve-bearing regions of the neck. Complication risk reflects the extent of nodal removal and whether non-lymphatic structures are sacrificed or preserved. Chyle leak, nerve injury, swelling, infection, bleeding, and recurrence are important consent considerations.",ENT Operations > Neck Dissection > Consent and complications,,
ENT Operations,Surgical Tracheostomy,What is a tracheostomy?,A tracheostomy is a surgically created opening in the front of the neck into the windpipe. It may be temporary or permanent and may be done electively or in an emergency.,Surgical tracheostomy creates an airway directly into the trachea through the anterior neck. It can be used for airway obstruction or to help ventilated patients wean from mechanical ventilation by reducing physiological dead space and allowing tracheobronchial suctioning.,ENT Operations > Surgical Tracheostomy > Description and indications,,
ENT Operations,Surgical Tracheostomy,Why would someone on a ventilator need a tracheostomy?,A tracheostomy can make longer-term ventilation and suctioning easier. It can reduce dead space and help some patients gradually wean from mechanical ventilation.,"In ventilated patients, tracheostomy can support weaning by reducing physiological dead space, improving access for tracheobronchial suctioning, and providing a more stable airway route for ongoing respiratory care. The decision depends on airway status, ventilation needs, comorbidity, and likelihood of recovery.",ENT Operations > Surgical Tracheostomy > Indications,,
ENT Operations,Surgical Tracheostomy,What can go wrong with a tracheostomy tube?,"Important complications include bleeding, the tube becoming blocked, the tube coming out or entering a false passage, infection, and air leaking into tissues or the chest.","Tracheostomy complications may occur during or after insertion. Tube obstruction can rapidly threaten the airway, while displacement or false passage prevents effective ventilation. Bleeding, infection, subcutaneous emphysema, pneumothorax, and pneumomediastinum are also recognised complications requiring structured airway care.",ENT Operations > Surgical Tracheostomy > Complications and consent,,
ENT Operations,Surgical Tracheostomy,Why is humidification and suctioning so important after tracheostomy?,Air entering through a tracheostomy bypasses some of the nose and throat’s normal humidifying function. Humidification and suctioning help prevent thick secretions and tube blockage.,"Tracheostomy care requires humidification, regular suctioning, inner-tube care, stoma care, dressing changes, and skin protection. Because the upper airway is bypassed, secretions can dry and accumulate. Maintaining a clear tube is essential because obstruction can compromise the patient’s airway.",ENT Operations > Surgical Tracheostomy > Peri-operative care,,
